0	10038
0	18121
0	21873
0	4847
0	26446
0	12408
0	15345
0	26020
0	20627
0	2546
0	5855
0	20631
0	23814
0	26552
0	12314
0	26222
0	12940
0	5305
0	2452
0	4101
0	27587
0	19447
0	18611
0	19816
0	4787
0	11001
0	18776
0	21943
0	16132
0	9081
0	20492
0	13540
0	12690
0	9351
0	567
0	14298
0	453
0	20511
0	1486
0	2889
0	2424
0	20797
1	2172
1	22629
1	4022
1	16465
1	792
1	2491
1	24210
1	21519
1	1293
1	1846
1	2398
1	20546
1	2048
1	4767
1	20004
1	2650
1	573
1	7566
1	2097
1	16054
1	21311
1	18149
1	27182
1	24673
1	17816
1	22317
1	9167
1	91
1	27216
1	23118
1	7938
1	13831
1	23527
1	19172
1	2440
1	11824
1	26020
1	11930
1	8547
1	4000
1	23710
1	22284
1	11862
1	15906
1	14604
1	9799
1	16022
1	2712
1	24349
2	20357
2	25256
2	926
2	9735
2	17351
2	5220
2	3491
2	12325
2	4293
2	3155
2	26377
2	14356
2	9581
2	10258
2	23159
2	17885
2	22958
2	9400
2	1252
2	1871
2	27398
2	1526
2	14736
2	23516
2	13526
2	27065
2	9109
2	455
2	16587
2	8985
2	8365
2	2691
2	25805
2	19187
2	10210
2	26486
2	20064
2	7294
2	4920
2	13519
2	11892
2	22057
2	18727
3	4231
3	9210
3	10143
3	9499
3	26793
3	16841
3	11277
3	19479
3	16654
3	16511
3	10890
3	26437
3	2315
3	17809
3	12445
3	23984
3	10056
3	76
3	26539
3	6917
3	18297
3	10777
3	12839
3	12884
3	9039
3	22140
3	6531
3	11314
3	2767
3	19600
3	2311
3	15691
3	795
3	25244
3	23407
3	4243
3	15159
3	11409
3	11303
3	14012
3	21385
3	8294
3	48
3	9798
3	18852
3	20903
3	24036
3	18834
3	6493
3	26300
3	19958
3	13791
3	25750
3	5238
3	13079
3	16274
3	6203
3	8503
3	20382
3	6882
3	13580
3	5551
3	21243
3	1767
3	9143
3	17794
3	4615
3	22413
3	21374
3	1349
