0	24689
0	8547
0	19355
0	20013
0	19255
1	1092
1	26208
1	1417
1	7001
1	22684
1	24575
2	16092
2	6677
2	1245
2	19920
2	21025
3	23508
3	25712
3	26928
3	19168
3	11735
3	4337
3	26307
3	13823
3	20594
3	13328
3	582
4	14753
4	14941
4	96
4	12297
4	26980
4	10655
5	10592
5	8685
5	3710
5	21529
5	21033
5	12553
5	23259
5	17683
5	27238
5	12098
6	23257
6	8463
6	16092
6	7173
6	21101
6	24716
6	18736
6	15352
6	12719
7	17663
7	18391
7	2036
7	359
7	5655
7	17145
7	628
7	22609
7	23884
7	3720
8	20825
8	25933
8	6715
8	25929
8	21062
9	23141
9	22115
9	15850
9	26695
9	18266
10	26854
10	11188
10	23775
10	14149
10	18960
10	23814
10	26737
10	13291
11	7893
11	18149
11	21569
11	15326
11	25406
11	21873
11	6547
12	18699
12	14871
12	27422
12	25159
12	19190
12	15479
12	12911
12	17656
13	12712
13	11930
13	18198
13	27675
13	7025
13	22596
14	12574
14	3000
14	4174
14	13574
14	26481
14	15096
14	19182
14	9534
15	13056
15	20751
15	275
15	24835
15	25955
15	15532
15	26013
15	20570
15	6146
15	2427
15	16883
15	15473
15	1490
15	21095
15	1075
15	20788
15	18043
15	22808
15	8224
15	2036
15	27412
15	22823
15	23937
15	22
15	8139
15	4945
15	4284
16	3336
16	19751
16	20231
16	3860
16	1484
16	24399
17	6412
17	20364
17	12462
17	17884
17	1034
17	1047
18	8665
18	20744
18	20212
18	12481
18	26618
18	7152
18	14285
18	18404
18	15590
19	8768
19	23702
19	3850
19	8521
19	21190
19	1818
19	2595
20	9006
20	1205
20	20945
20	3884
20	14393
20	25257
21	14317
21	21901
21	20093
21	12217
21	23140
21	24976
21	26515
21	18499
22	2510
22	455
22	3622
22	5283
22	8964
22	17656
22	19532
22	11566
23	3723
23	8452
23	22211
23	15853
23	11851
23	2208
24	3955
24	1869
24	12466
24	21283
24	8369
24	23299
25	19915
25	1940
25	2217
25	4471
25	10480
25	10204
26	17210
26	11703
26	1880
26	22076
26	18123
26	17809
27	13004
27	18834
27	25988
27	16308
27	2786
27	14689
27	17821
27	3253
28	4222
28	15719
28	14763
28	6081
28	12765
28	5206
28	495
28	23336
29	430
29	8454
29	9886
29	4359
29	18753
30	11730
30	24563
30	18923
30	8981
30	16263
30	24164
30	20063
31	2206
31	188
31	7276
31	19541
31	19219
31	11251
32	20174
32	926
32	16379
32	11750
32	22501
32	118
32	4519
32	14730
33	24604
33	2201
33	24609
33	13825
33	14792
33	16645
34	24755
34	20130
34	10413
34	8683
34	4074
34	3408
34	1481
34	1994
35	6907
35	24422
35	25445
35	20426
35	7688
36	12004
36	7453
36	20928
36	3425
36	18052
36	166
37	3360
37	13051
37	24450
37	16132
37	6036
37	18726
37	9907
37	2712
37	4703
38	25039
38	17634
38	16409
38	26881
38	11950
38	19247
39	19334
39	18619
39	14437
39	22324
39	27082
39	20986
39	7929
40	5738
40	15120
40	9968
40	25358
40	19988
40	17344
40	8968
40	23003
40	24385
41	12510
41	10215
41	7257
41	2260
41	20702
41	4959
41	492
41	17645
41	23477
41	15855
42	16195
42	5730
42	12400
42	8350
42	24411
42	23772
43	10911
43	10992
43	1846
43	11454
43	5522
44	5943
44	27601
44	20945
44	20706
44	25239
45	26981
45	18275
45	15408
45	23299
45	2849
45	24284
45	20079
45	5064
46	11742
46	25006
46	8539
46	2885
46	16470
46	20574
46	325
46	2590
46	16934
46	15650
47	19157
47	14373
47	25260
47	15392
47	4022
48	5777
48	25531
48	3574
48	18878
48	540
48	19216
48	23836
48	16140
48	17986
48	24371
48	20150
48	121
48	7808
48	26122
49	620
49	17494
49	19211
49	7853
49	14141
49	18149
50	26059
50	16310
50	8596
50	24465
50	2598
50	25922
51	23426
51	14202
51	11444
51	20927
51	8547
51	16776
51	22795
51	339
51	16001
51	12734
51	12618
51	18149
51	18994
51	26302
51	24278
51	22161
51	9613
52	25704
52	20797
52	13809
52	4096
52	10017
52	25100
52	2398
53	27074
53	23612
53	8917
53	27375
53	24208
53	8343
53	25612
54	21449
54	24250
54	6642
54	802
54	24455
54	9382
54	19888
54	24715
54	9215
55	22920
55	10301
55	15812
55	11418
55	22424
55	7660
55	5903
55	26616
56	7042
56	1195
56	253
56	16470
56	17244
56	7737
56	13239
56	8694
56	23266
56	27257
57	5144
57	10023
57	8311
57	21250
57	9222
57	6153
58	18367
58	10480
58	1895
58	23553
58	1890
58	21100
59	27249
59	7710
59	25537
59	12217
59	15115
59	12834
60	22132
60	13532
60	19272
60	27048
60	19001
60	12859
60	1425
60	6445
60	23830
61	10788
61	2652
61	11221
61	8481
61	7917
62	24738
62	6079
62	9291
62	14096
62	2649
62	1777
62	20242
63	3935
63	11740
63	4667
63	3709
63	21136
63	15437
64	19721
64	17729
64	12867
64	1421
64	24544
64	10981
64	4219
64	15844
65	6063
65	7027
65	4293
65	21093
65	22301
65	1230
65	25157
66	3879
66	27587
66	17730
66	26954
66	16059
67	15582
67	1729
67	10655
67	20510
