0,734,1398124800
0,528,1398816000
0,529,1398816000
1,378,1391990400
1,543,1392854400
1,504,1386288000
1,505,1386288000
1,105,1386115200
1,315,1403654400
1,316,1403654400
2,493,1389139200
2,494,1389139200
2,669,1386288000
3,788,1379635200
3,789,1379635200
3,790,1379635200
3,203,1402963200
3,204,1402963200
4,66,1404691200
4,67,1404691200
4,68,1404691200
5,782,1401062400
5,783,1401062400
5,784,1401062400
6,588,1399507200
6,589,1399507200
6,590,1399507200
7,765,1395619200
7,766,1395619200
7,41,1395446400
8,489,1395187200
8,490,1395187200
8,491,1395187200
8,492,1395187200
9,619,1393891200
9,620,1393891200
9,603,1399680000
9,604,1399680000
10,347,1393718400
10,348,1393718400
10,349,1393718400
11,448,1391817600
11,449,1391817600
11,450,1391817600
12,357,1391731200
12,358,1391731200
12,359,1391731200
13,205,1391040000
13,206,1391040000
13,207,1391040000
14,570,1387065600
14,571,1387065600
14,572,1387065600
15,81,1383350400
15,82,1383350400
15,83,1383350400
16,700,1382659200
16,701,1382659200
16,280,1386288000
17,656,1379808000
17,657,1379808000
17,658,1379808000
18,143,1376092800
18,144,1376092800
18,145,1376092800
19,615,1373500800
19,616,1373500800
19,617,1373500800
19,618,1373500800
20,594,1405036800
20,595,1405036800
20,596,1405036800
21,797,1404950400
21,798,1404950400
21,799,1404950400
22,59,1404518400
22,60,1404518400
22,61,1404518400
22,62,1404518400
23,261,1402099200
23,262,1402099200
23,263,1402099200
23,264,1402099200
24,239,1400976000
24,240,1400976000
24,241,1400976000
25,795,1400544000
25,796,1400544000
25,520,1396224000
26,612,1400112000
26,613,1400112000
26,614,1400112000
27,42,1398816000
27,43,1398816000
27,44,1398816000
28,462,1397347200
28,463,1397347200
28,464,1397347200
28,465,1397347200
29,439,1395187200
29,440,1395187200
29,441,1395187200
30,397,1394755200
30,398,1394755200
30,399,1394755200
31,728,1392940800
31,729,1392940800
31,730,1392940800
32,573,1392508800
32,574,1392508800
32,575,1392508800
33,63,1388275200
33,64,1388275200
33,65,1388275200
34,140,1384214400
34,141,1384214400
34,142,1384214400
35,725,1382918400
35,726,1382918400
35,727,1382918400
36,731,1382140800
36,732,1382140800
36,733,1382140800
37,382,1381190400
37,718,1383091200
37,719,1383091200
38,638,1373241600
38,639,1373241600
38,640,1373241600
38,641,1373241600
38,642,1373241600
39,663,1372896000
39,664,1372896000
39,665,1372896000
40,523,1405468800
40,524,1405468800
40,525,1405468800
41,785,1404864000
41,786,1404864000
41,787,1404864000
42,325,1404518400
42,326,1404518400
42,327,1404518400
43,383,1404259200
43,384,1404259200
43,385,1404259200
43,386,1404259200
44,457,1403913600
44,458,1403913600
44,459,1403913600
45,582,1402963200
45,583,1402963200
45,584,1402963200
46,238,1402012800
46,391,1384992000
46,392,1384992000
47,254,1399420800
47,255,1399420800
47,256,1399420800
48,249,1398211200
48,250,1398211200
48,251,1398211200
48,252,1398211200
48,253,1398211200
49,526,1397347200
49,527,1397347200
49,740,1395014400
49,741,1395014400
49,742,1395014400
49,743,1395014400
50,77,1396396800
50,78,1396396800
50,79,1396396800
50,80,1396396800
50,431,1381708800
50,432,1381708800
50,433,1381708800
50,434,1381708800
50,435,1381708800
51,484,1396396800
51,485,1396396800
51,257,1403481600
52,223,1396396800
52,224,1396396800
52,225,1396396800
53,126,1395964800
53,127,1395964800
53,128,1395964800
54,451,1395878400
54,452,1395878400
54,453,1395878400
55,194,1395446400
55,195,1395446400
55,196,1395446400
56,175,1395014400
56,176,1395014400
56,177,1395014400
56,178,1395014400
56,777,1395187200
56,778,1395187200
56,779,1395187200
56,780,1395187200
56,781,1395187200
57,591,1392768000
57,592,1392768000
57,593,1392768000
58,38,1392076800
58,39,1392076800
58,40,1392076800
59,212,1390867200
59,213,1390867200
59,214,1390867200
59,215,1390867200
59,216,1390867200
60,517,1390262400
60,518,1390262400
60,519,1390262400
61,400,1388880000
61,401,1388880000
61,402,1388880000
61,403,1388880000
62,684,1388361600
62,685,1388361600
62,686,1388361600
63,521,1387584000
63,522,1387584000
63,69,1385337600
63,70,1385337600
63,71,1385337600
63,72,1385337600
64,23,1387584000
64,24,1387584000
64,25,1387584000
64,26,1387584000
65,344,1386720000
65,345,1386720000
65,346,1386720000
66,51,1385596800
66,52,1385596800
66,53,1385596800
66,54,1385596800
67,694,1381104000
67,695,1381104000
67,132,1392940800
67,133,1392940800
68,197,1380067200
68,198,1380067200
68,199,1380067200
69,647,1376092800
69,648,1376092800
69,649,1376092800
70,559,1375920000
70,560,1375920000
70,561,1375920000
71,304,1375142400
71,305,1375142400
71,306,1375142400
71,307,1375142400
72,791,1373328000
72,45,1403827200
72,46,1403827200
72,47,1403827200
72,48,1403827200
72,49,1403827200
72,50,1403827200
73,714,1373155200
73,715,1373155200
73,716,1373155200
73,717,1373155200
74,146,1405382400
74,147,1405382400
74,148,1405382400
75,109,1404864000
75,110,1404864000
75,111,1404864000
75,112,1404864000
76,393,1404777600
76,394,1404777600
76,395,1404777600
76,396,1404777600
77,340,1404604800
77,341,1404604800
77,342,1404604800
77,343,1404604800
78,17,1404172800
78,18,1404172800
78,19,1404172800
79,281,1403481600
79,282,1403481600
79,283,1403481600
80,600,1403308800
80,601,1403308800
80,602,1403308800
81,27,1403049600
81,28,1403049600
81,29,1403049600
82,792,1401148800
82,793,1401148800
82,794,1401148800
82,76,1399766400
83,90,1400976000
83,91,1400976000
83,92,1400976000
84,363,1398384000
84,364,1398384000
84,365,1398384000
85,248,1398124800
85,549,1390521600
85,550,1390521600
85,551,1390521600
85,552,1390521600
86,189,1397606400
86,190,1397606400
86,191,1397606400
86,192,1397606400
86,193,1397606400
86,738,1391385600
86,739,1391385600
86,460,1396137600
86,461,1396137600
87,530,1397520000
87,531,1397520000
87,532,1397520000
88,231,1397088000
88,232,1397088000
88,233,1397088000
89,13,1396656000
89,14,1396656000
89,15,1396656000
89,16,1396656000
90,371,1396483200
90,372,1396483200
90,373,1396483200
91,337,1396137600
91,338,1396137600
91,339,1396137600
92,288,1395878400
92,289,1395878400
92,290,1395878400
93,579,1395446400
93,580,1395446400
93,581,1395446400
94,129,1395360000
94,130,1395360000
94,131,1395360000
95,0,1394668800
95,1,1394668800
95,2,1394668800
96,179,1393718400
96,180,1393718400
96,181,1393718400
97,442,1392940800
97,443,1392940800
97,444,1392940800
98,412,1392422400
98,413,1392422400
98,414,1392422400
98,415,1392422400
98,416,1392422400
99,294,1391644800
99,295,1391644800
99,296,1391644800
99,297,1391644800
99,298,1391644800
99,553,1392854400
99,554,1392854400
99,555,1392854400
99,705,1386028800
99,706,1386028800
99,707,1386028800
99,220,1388188800
99,221,1388188800
99,222,1388188800
100,121,1390780800
100,122,1390780800
100,123,1390780800
100,124,1390780800
100,125,1390780800
101,234,1390348800
101,235,1390348800
101,236,1390348800
101,237,1390348800
102,509,1389225600
102,510,1389225600
102,511,1389225600
103,162,1387670400
103,163,1387670400
103,164,1387670400
103,165,1387670400
104,134,1387497600
104,135,1387497600
104,136,1387497600
105,621,1387411200
105,622,1387411200
105,623,1387411200
105,624,1387411200
106,774,1387324800
106,775,1387324800
106,776,1387324800
107,265,1385251200
107,266,1385251200
107,267,1385251200
108,360,1384387200
108,361,1384387200
108,362,1384387200
109,379,1382918400
109,380,1382918400
109,381,1382918400
110,277,1381449600
110,278,1381449600
110,279,1381449600
111,6,1380585600
111,7,1380585600
111,8,1380585600
112,576,1380326400
112,577,1380326400
112,578,1380326400
113,208,1379116800
113,209,1379116800
113,210,1379116800
113,211,1379116800
114,417,1376352000
114,418,1376352000
114,419,1376352000
114,420,1376352000
115,436,1375920000
115,437,1375920000
115,438,1375920000
116,720,1375488000
116,721,1375488000
116,722,1375488000
116,723,1375488000
116,724,1375488000
117,35,1405814400
117,36,1405814400
117,37,1405814400
118,708,1405296000
118,709,1405296000
118,710,1405296000
119,500,1405209600
119,501,1405209600
119,502,1405209600
119,503,1405209600
120,113,1405123200
120,114,1405123200
120,115,1405123200
120,116,1405123200
120,117,1405123200
121,556,1404864000
121,557,1404864000
121,558,1404864000
122,118,1404864000
122,119,1404864000
122,120,1404864000
123,680,1404604800
123,681,1404604800
123,682,1404604800
123,683,1404604800
124,73,1404518400
124,74,1404518400
124,75,1404518400
125,366,1404172800
125,367,1404172800
125,368,1404172800
125,369,1404172800
125,370,1404172800
126,605,1404086400
126,606,1404086400
126,607,1404086400
126,608,1404086400
127,474,1403913600
127,475,1403913600
127,476,1403913600
128,480,1403308800
128,481,1403308800
128,482,1403308800
128,483,1403308800
129,454,1403136000
129,455,1403136000
129,456,1403136000
130,609,1402272000
130,610,1402272000
130,611,1402272000
131,469,1401321600
131,470,1401321600
131,471,1401321600
131,472,1401321600
131,473,1401321600
131,33,1393891200
131,34,1393891200
132,506,1400544000
132,507,1400544000
132,508,1400544000
133,445,1400457600
133,446,1400457600
133,447,1400457600
134,670,1399248000
134,671,1399248000
134,672,1399248000
134,328,1397174400
134,329,1397174400
135,390,1398902400
135,541,1398038400
135,542,1398038400
136,284,1398297600
136,285,1398297600
136,286,1398297600
136,287,1398297600
137,771,1397606400
137,772,1397606400
137,773,1397606400
138,98,1397520000
138,99,1397520000
138,100,1397520000
139,30,1397520000
139,31,1397520000
139,32,1397520000
140,653,1397347200
140,654,1397347200
140,655,1397347200
141,426,1397174400
141,427,1397174400
141,428,1397174400
142,84,1396828800
142,85,1396828800
142,86,1396828800
143,330,1396742400
143,331,1396742400
143,332,1396742400
143,333,1396742400
144,767,1396483200
144,768,1396483200
144,769,1396483200
144,770,1396483200
145,20,1396051200
145,21,1396051200
145,22,1396051200
146,650,1395619200
146,651,1395619200
146,652,1395619200
147,702,1395273600
147,703,1395273600
147,704,1395273600
148,666,1394928000
148,667,1394928000
148,668,1394928000
149,711,1393804800
149,712,1393804800
149,713,1393804800
150,408,1393286400
150,409,1393286400
150,410,1393286400
150,411,1393286400
151,245,1392768000
151,246,1392768000
151,247,1392768000
152,756,1391558400
152,429,1388966400
152,430,1388966400
153,635,1391299200
153,636,1391299200
153,637,1391299200
154,217,1391299200
154,218,1391299200
154,219,1391299200
155,735,1390953600
155,736,1390953600
155,737,1390953600
156,159,1390435200
156,160,1390435200
156,161,1390435200
157,152,1388880000
157,153,1388880000
157,154,1388880000
157,155,1388880000
158,258,1388620800
158,259,1388620800
158,260,1388620800
159,757,1388534400
159,758,1388534400
159,759,1388534400
160,673,1388534400
160,674,1388534400
160,675,1388534400
160,676,1388534400
161,87,1387756800
161,88,1387756800
161,89,1387756800
162,268,1387584000
162,269,1387584000
162,270,1387584000
162,271,1387584000
